cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
20050,"20","050",Magdalena Peñasco,"0001","3750","1980","1770","983",,,704,704.205528846154,713.5,704,789.5,6.55677835615804,6.55707025793431,702.241976473392,0.223559627793283,6.57018243691689,6.55677835615804,6.6713998336957
20052,"20","052",Magdalena Tequisistlán,"0001","5996","3057","2939","1888",,,704.5,704.625580258979,739,704.5,1218.5,6.55748833133874,6.55766656990181,702.741976473392,0.224967002192716,6.6052979209482,6.55748833133874,7.10537587306526
20201,"20","201",San Juan Juquila Vijanos,"0001","1880","996","884","562",,,705,705.222627737226,714.5,705,766,6.55819780281227,6.55851353698742,703.241976473392,0.226374376592149,6.57158299736992,6.55819780281227,6.64118216974059
20188,"20","188",San Juan Colorado,"0001","9609","4941","4668","2583",,,705.5,706.091954022988,745.5,705.5,1066,6.55890677129287,6.55974547550339,703.741976473392,0.227781750991582,6.61405513420479,6.55890677129287,6.97166860472579
20033,"20","033",Guadalupe Etla,"0001","2929","1532","1397","772",,,725.25,722.875,735.5,710.5,1043.5,6.58651642300151,6.58323631647838,723.491976473392,0.283373039769185,6.60055054004149,6.56596894753716,6.95033572651726
20054,"20","054",Magdalena Zahuatlán,"0001","404","215","189","130",,,706.5,706.961538461538,715.5,706.5,760.5,6.56032320212458,6.56097626337228,704.741976473392,0.230596499790448,6.57298159899651,6.56032320212458,6.63397611169935
20337,"20","337",San Pedro y San Pablo Ayutla,"0001","5616","3083","2533","1610",,,707,707.659472422062,766.5,707,1257,6.56103066589657,6.56196300683471,705.241976473392,0.232003874189881,6.64183469831187,6.56103066589657,7.13648320859025
20351,"20","351",San Simón Almolongas,"0001","2802","1469","1333","839",,,707.5,708.05487804878,716,707.5,844,6.56173762951739,6.5625216020582,705.741976473392,0.233411248589314,6.57368016696065,6.56173762951739,6.73815249459596
20364,"20","364",Santa Catarina Juquila,"0001","18654","9673","8981","4274",,94,708,708.285392535393,821,708,1595,6.56244409369372,6.56284710927343,706.241976473392,0.234818622988747,6.71052310945243,6.56244409369372,7.37462901521894
20034,"20","034",Guadalupe de Ramírez,"0001","1288","674","614","387",,,708.5,709.424342105263,727.5,708.5,849,6.56315005913074,6.56445385540357,706.741976473392,0.23622599738818,6.58961399904565,6.56315005913074,6.74405918631135
20035,"20","035",Guelatao de Juárez,"0001","657","332","325","166",,,709,711.045454545455,721.5,709,754,6.56385552653213,6.56673635820345,707.241976473392,0.237633371787613,6.58133237821393,6.56385552653213,6.62539236800796
20371,"20","371",Santa Catarina Ticuá,"0001","986","558","428","352",,,709.5,709.951048951049,720.5,709.5,774,6.5645604966001,6.56519602251917,707.741976473392,0.239040746187046,6.57994541543958,6.5645604966001,6.65157187358973
20037,"20","037",Mesones Hidalgo,"0001","4424","2373","2051","1133",,,710,710.143779342723,721.5,710,832.5,6.56526497003536,6.56546745565028,708.241976473392,0.240448120586479,6.58133237821393,6.56526497003536,6.7244332218546
20038,"20","038",Villa Hidalgo,"0001","1885","985","900","529",,,710.5,710.962199312715,730,710.5,845,6.56596894753716,6.5666192628663,708.741976473392,0.241855494985912,6.59304453414244,6.56596894753716,6.73933662735717
20040,"20","040",Huautepec,"0001","6385","3408","2977","1650",,,711,713.394396551724,731,711,1266.5,6.56667242980324,6.57003441832669,709.241976473392,0.243262869385345,6.59441345974978,6.56667242980324,7.14401246944173
20042,"20","042",Ixtlán de Juárez,"0001","8385","4349","4036","2318",,,711.5,711.667815674891,753,711.5,1174,6.56737541752991,6.56761125152477,709.741976473392,0.244670243784778,6.62406522779989,6.56737541752991,7.06817200038804
20045,"20","045",Magdalena Apasco,"0001","7888","4148","3740","2185",,,716,718.75572519084,754,712,1597,6.57368016696065,6.57752155756274,714.241976473392,0.257336613379674,6.62539236800796,6.56807791141198,7.37588214821501
20046,"20","046",Magdalena Jaltepec,"0001","2943","1604","1339","934",,63,712.5,712.639443961772,729.5,712.5,873,6.56877991214281,6.56897560381748,710.741976473392,0.247484992583644,6.59235936796284,6.56877991214281,6.7719355558396
20048,"20","048",Magdalena Mixtepec,"0001","1433","741","692","283",,,713,713.210396039604,723,713,755.5,6.5694814204143,6.56977646249464,711.241976473392,0.248892366983077,6.58340922215876,6.5694814204143,6.62737978171279
20060,"20","060",Mixistlán de la Reforma,"0001","2487","1345","1142","647",,,713.5,713.771084337349,722,713.5,803.5,6.57018243691689,6.57056230076138,711.741976473392,0.25029974138251,6.58202513889283,6.57018243691689,6.68897718517757
20424,"20","424",Santa María Ozolotepec,"0001","3793","1958","1835","971",,,714,714.07876230661,721.5,714,770,6.57088296233958,6.57099326760953,712.241976473392,0.251707115781942,6.58133237821393,6.57088296233958,6.64639051484773
20397,"20","397",Heroica Ciudad de Tlaxiaco,"0001","40123","21521","18602","10596",,40,714.5,717.129728132388,889,714.5,5164,6.57158299736992,6.57525675607776,712.741976473392,0.253114490181375,6.7900972355139,6.57158299736992,8.54946675196653
20398,"20","398",Ayoquezco de Aldama,"0001","4874","2514","2360","1381",,,715,715.690099009901,755,715,1063.5,6.57228254269401,6.57324725065403,713.241976473392,0.254521864580808,6.62671774924902,6.57228254269401,6.96932063464029
20399,"20","399",Santa María Atzompa,"0001","41921","21973","19948","11367",,38,724.5,738.960264900662,829,718,4258,6.58548176176074,6.60524415076196,722.741976473392,0.281261978170035,6.7202201551353,6.57646956904822,8.35655484545343
20061,"20","061",Monjas,"0001","2893","1562","1331","801",,,716,717.686363636364,724.5,716,901.5,6.57368016696065,6.57603265416686,714.241976473392,0.257336613379674,6.58548176176074,6.57368016696065,6.80406004264337
20422,"20","422",Santa María Nativitas,"0001","603","327","276","197",,,716.5,716.832547169811,722,716.5,787,6.57437824726823,6.57484226683777,714.741976473392,0.258743987779107,6.58202513889283,6.57437824726823,6.6682282484174
20062,"20","062",Natividad,"0001","498","276","222","155",,,720.5,722.277777777778,733.5,717,764.5,6.57994541543958,6.582409798666,718.741976473392,0.270002982974571,6.59782759758304,6.57507584059962,6.63922202536912
20063,"20","063",Nazareno Etla,"0001","4293","2237","2056","1129",,,728,729.888888888889,745.5,721,940.5,6.59030104819669,6.59289231555625,726.241976473392,0.291113598966066,6.61405513420479,6.58063913728495,6.84641164874108
20428,"20","428",Santa María Quiegolani,"0001","2224","1090","1134","531",,,718,718.022900763359,723.5,718,736,6.57646956904822,6.57650146375317,716.241976473392,0.262966110977406,6.58410054607154,6.57646956904822,6.60123011872888
20439,"20","439",Santa María Tonameca,"0001","25347","12983","12364","6456",,154,718.5,719.148990898298,747,718.5,2358.5,6.57716570551908,6.57806855586223,716.741976473392,0.264373485376839,6.61606518513282,6.57716570551908,7.76578110272432
20065,"20","065",Ixpantepec Nieves,"0001","1079","592","487","350",,,719,719.204225352113,726,719,791.5,6.57786135772105,6.57814535821261,717.241976473392,0.265780859776272,6.5875500148248,6.57786135772105,6.67392987932107
20069,"20","069",La Pe,"0001","3052","1537","1515","780",,,719.5,720.358778625954,735.5,719.5,832,6.57855652632742,6.57974939154523,717.741976473392,0.267188234175705,6.60055054004149,6.57855652632742,6.72383244082121
20070,"20","070",Pinotepa de Don Luis,"0001","6416","3254","3162","1666",,,720,720.863221884498,758,720,1004,6.5792512120101,6.58044941316433,718.241976473392,0.268595608575138,6.63068338564237,6.5792512120101,6.91174730025167
20440,"20","440",Santa María Totolapilla,"0001","812","416","396","296",,,720.5,720.581981981982,731,720.5,766,6.57994541543958,6.58005919381318,718.741976473392,0.270002982974571,6.59441345974978,6.57994541543958,6.64118216974059
20450,"20","450",Santiago Amoltepec,"0001","13855","7070","6785","2994",,,721,721.115118577075,728,721,837.5,6.58063913728495,6.58079878969527,719.241976473392,0.271410357374004,6.59030104819669,6.58063913728495,6.73042126369922
20459,"20","459",Villa de Santiago Chazumba,"0001","4877","2581","2296","1594",,,721.5,721.763636363636,751.5,721.5,1142,6.58133237821393,6.58169771183687,719.741976473392,0.272817731773437,6.62207120919303,6.58133237821393,7.04053639021596
20072,"20","072",San José del Progreso,"0001","8059","4206","3853","2099",,,722,723.977099236641,793,722,1758,6.58202513889283,6.58475976099683,720.241976473392,0.27422510617287,6.67582322163485,6.58202513889283,7.47193207824512
20074,"20","074",Santa Catarina Quioquitani,"0001","456","225","231","128",,,722.5,722.614361702128,729,722.5,744,6.58271741998659,6.58287569355358,720.741976473392,0.275632480572303,6.59167373200866,6.58271741998659,6.61204103483309
20076,"20","076",La Reforma,"0001","3411","1736","1675","902",,,723,723.048793859649,728,723,767.5,6.58340922215876,6.58347670793086,721.241976473392,0.277039854971736,6.59030104819669,6.58340922215876,6.64313847946135
20078,"20","078",Rojas de Cuauhtémoc,"0001","1301","668","633","378",,,726,726.934426229508,745.5,723.5,933,6.5875500148248,6.58883627570687,724.241976473392,0.285484101368334,6.61405513420479,6.58410054607154,6.83840520084734
20152,"20","152",San Francisco Tlapancingo,"0001","2472","1328","1144","520",,,724,724.158859470468,735.5,724,802,6.58479139238572,6.58501078747496,722.241976473392,0.279854603770602,6.60055054004149,6.58479139238572,6.68710860786651
20077,"20","077",Reyes Etla,"0001","4370","2265","2105","1085",,,732.5,737.436363636364,775.5,724.5,1436,6.59646334089122,6.60317979789631,730.741976473392,0.303779968560963,6.65350798261659,6.58548176176074,7.26961674960817
20153,"20","153",San Gabriel Mixtepec,"0001","4910","2515","2395","1276",,,725,725.247410817031,754.5,725,940,6.58617165485467,6.58651285293934,723.241976473392,0.282669352569468,6.6260552782079,6.58617165485467,6.84587987526405
20079,"20","079",Salina Cruz,"0001","84438","43995","40443","25593",,235,748.5,894.392801251956,11393.5,728,108648,6.61807120385968,6.79614505367877,746.741976473392,0.348815949342818,9.34079829633216,6.59030104819669,11.5958685777839
20168,"20","168",San José Estancia Grande,"0001","938","481","457","274",,,726,726.204968944099,737.5,726,792,6.5875500148248,6.58783230134749,724.241976473392,0.285484101368334,6.60326608821398,6.5875500148248,6.67456139181443
20184,"20","184",San Juan Bautista Tuxtepec,"0001","159452","83485","75967","47234",,519,729,732.360300925926,855.5,726.5,26043,6.59167373200866,6.59627260724323,727.241976473392,0.293928347764932,6.75168609333225,6.58823848301034,10.1675042970599
20185,"20","185",San Juan Cacahuatepec,"0001","8939","4642","4297","2389",,,727,727.460060667341,758.5,727,1182,6.58892647753352,6.58955909811228,725.241976473392,0.2882988501672,6.63134279878859,6.58892647753352,7.07496319796604
20206,"20","206",San Juan de los Cués,"0001","2421","1237","1184","722",,,727.5,727.658703071672,739,727.5,820.5,6.58961399904565,6.58983212380684,725.741976473392,0.289706224566633,6.6052979209482,6.58961399904565,6.70991391053015
20207,"20","207",San Juan Mazatlán,"0001","19032","9665","9367","5038",,,728,728.078468298807,741,728,1353,6.59030104819669,6.59040882851291,726.241976473392,0.291113598966066,6.60800062529609,6.59030104819669,7.21007962817079
20090,"20","090",San Andrés Huaxpaltepec,"0001","6234","3240","2994","1793",,,728.5,729.775413711584,767.5,728.5,1268,6.59098762563526,6.59273683435783,726.741976473392,0.292520973365499,6.64313847946135,6.59098762563526,7.14519613499717
20080,"20","080",San Agustín Amatengo,"0001","1593","810","783","533",,,729,729.35347985348,740.5,729,825.5,6.59167373200866,6.59215849769172,727.241976473392,0.293928347764932,6.60732563370785,6.59167373200866,6.71598926336018
20084,"20","084",San Agustín Etla,"0001","4168","2184","1984","1201",,,729.5,732.440740740741,767.5,729.5,1523.5,6.59235936796284,6.596382437606,727.741976473392,0.295335722164365,6.64313847946135,6.59235936796284,7.32876559842576
20081,"20","081",San Agustín Atenango,"0001","1871","963","908","590",,,730,730.319327731092,746.5,730,882,6.59304453414244,6.5934818737436,728.241976473392,0.296743096563798,6.61539561697924,6.59304453414244,6.78219205600679
20091,"20","091",San Andrés Huayápam,"0001","6279","3279","3000","1850",,,730.5,737.015267175572,788.5,730.5,1584,6.59372923119075,6.60260860727406,728.741976473392,0.298150470963231,6.67013240640309,6.59372923119075,7.36770857237437
20082,"20","082",San Agustín Chayuco,"0001","4163","2140","2023","1175",,,731,731.205722070845,746,731,882,6.59441345974978,6.59469484569855,729.241976473392,0.299557845362664,6.61472560020376,6.59441345974978,6.78219205600679
20092,"20","092",San Andrés Ixtlahuaca,"0001","1776","931","845","494",,,731.5,733.304964539007,750,731.5,986,6.59509722046018,6.59756166521049,729.741976473392,0.300965219762097,6.62007320653036,6.59509722046018,6.89365635460264
20083,"20","083",San Agustín de las Juntas,"0001","11391","5884","5507","2991",,84,736,744.12,825.5,734.5,2247,6.60123011872888,6.61220231214979,734.241976473392,0.313631589356994,6.71598926336018,6.59918999561393,7.71735127218533
20087,"20","087",San Agustín Yatareni,"0001","5521","2931","2590","1428",,25,767,774.183333333333,861.5,743,1983,6.64248680136726,6.65180871031344,765.241976473392,0.400888802121838,6.75867505596798,6.61069604471776,7.5923661285198
20089,"20","089",San Andrés Dinicuiti,"0001","2308","1185","1123","616",,,733,733.174180327869,744.5,733,818,6.59714570188665,6.59738330029893,731.241976473392,0.305187342960396,6.61271285212406,6.59714570188665,6.70686233660275
20094,"20","094",San Andrés Nuxiño,"0001","1850","968","882","588",,,733.5,733.624595469256,739,733.5,772,6.59782759758304,6.59799744746483,731.741976473392,0.306594717359829,6.6052979209482,6.59782759758304,6.64898455002478
20096,"20","096",San Andrés Sinaxtla,"0001","756","402","354","227",,,734,735.045871559633,748.5,734,848,6.59850902861452,6.59993290755061,732.241976473392,0.308002091759262,6.61807120385968,6.59850902861452,6.7428806357919
20099,"20","099",San Andrés Tepetlapa,"0001","381","198","183","114",,,734.5,734.985714285714,742,734.5,768.5,6.59918999561393,6.59985106267798,732.741976473392,0.309409466158695,6.60934924316738,6.59918999561393,6.64444056297865
20095,"20","095",San Andrés Paxtlán,"0001","4562","2267","2295","1030",,82,735,735.63082437276,746.5,735,911,6.59987049921284,6.60072839556724,733.241976473392,0.310816840558128,6.61539561697924,6.59987049921284,6.81454289725996
20100,"20","100",San Andrés Yaá,"0001","393","209","184","154",,,735.5,735.592039800995,740.5,735.5,754,6.60055054004149,6.60067567130266,733.741976473392,0.312224214957561,6.60732563370785,6.60055054004149,6.62539236800796
20101,"20","101",San Andrés Zabache,"0001","748","411","337","208",,,736,737.742857142857,747.5,736,797,6.60123011872888,6.60359533182817,734.241976473392,0.313631589356994,6.61673430526484,6.60123011872888,6.68085467879022
20112,"20","112",San Baltazar Chichicápam,"0001","2576","1351","1225","872",,,736.5,736.902684563758,764.5,736.5,916.5,6.60190923590268,6.60245584081661,734.741976473392,0.315038963756427,6.63922202536912,6.60190923590268,6.82056206727976
20102,"20","102",San Andrés Zautla,"0001","5326","2771","2555","1424",,,737,738.39161849711,763,737,1218.5,6.60258789218934,6.60447433222648,735.241976473392,0.31644633815586,6.63725803128446,6.60258789218934,7.10537587306526
20131,"20","131",San Dionisio Ocotepec,"0001","11411","5998","5413","2797",,,737.5,738.009836065574,774.5,737.5,1515,6.60326608821398,6.60395715251379,735.741976473392,0.317853712555293,6.65221765985692,6.60326608821398,7.32317071794347
20103,"20","103",San Antonino Castillo Velasco,"0001","6064","3182","2882","1571",,,742,749.345454545455,804,738,1362,6.60934924316738,6.61920009820947,740.241976473392,0.330520082150189,6.68959926917897,6.60394382460047,7.21670948670946
20105,"20","105",San Antonino Monte Verde,"0001","7678","4146","3532","1916",,70,738.5,738.719216417911,747.5,738.5,856,6.60462110197143,6.60491789802863,736.741976473392,0.320668461354158,6.61673430526484,6.60462110197143,6.75227037614174
20107,"20","107",San Antonio de la Cal,"0001","26282","13890","12392","6218",,,776.5,780.173076923077,855.5,742.5,2880,6.65479664258874,6.65951578856004,774.741976473392,0.427628915711065,6.75168609333225,6.61002287067685,7.96554557312999
20464,"20","464",Santiago Ihuitlán Plumas,"0001","341","186","155","116",,,739.5,739.672566371681,748.5,739.5,778.5,6.60597428215085,6.60620761039989,737.741976473392,0.323483210153024,6.61807120385968,6.60597428215085,6.65736899127405
20108,"20","108",San Antonio Huitepec,"0001","2936","1582","1354","808",,,740,740.11485042735,750.5,740,847.5,6.60665018619822,6.60680537743564,738.241976473392,0.324890584552457,6.62073965107352,6.60665018619822,6.74229083925461
20488,"20","488",Santiago Tepetlapa,"0001","130","78","52","41",,,740.5,740.910447761194,745,740.5,768,6.60732563370785,6.60787976476899,738.741976473392,0.32629795895189,6.61338421837956,6.60732563370785,6.64378973314767
20491,"20","491",Santiago Textitlán,"0001","4930","2510","2420","908",,111,741,741.041228779305,747.5,741,792,6.60800062529609,6.60805626312655,739.241976473392,0.327705333351323,6.61673430526484,6.60800062529609,6.67456139181443
20492,"20","492",Santiago Tilantongo,"0001","2764","1490","1274","909",,,741.5,741.539768019884,747.5,741.5,789.5,6.60867516157799,6.60872879199404,739.741976473392,0.329112707750756,6.61673430526484,6.60867516157799,6.6713998336957
20495,"20","495",Santiago Xanica,"0001","3029","1491","1538","809",,,742,742.044427710843,747.5,742,771.5,6.60934924316738,6.60940911699599,740.241976473392,0.330520082150189,6.61673430526484,6.60934924316738,6.64833667180322
20534,"20","534",San Vicente Coatlán,"0001","3512","1895","1617","846",,,742.5,742.759117082534,759.5,742.5,877.5,6.61002287067685,6.6103717890335,740.741976473392,0.331927456549622,6.63266032203583,6.61002287067685,6.77707695534002
20109,"20","109",San Antonio Nanahuatípam,"0001","1232","627","605","339",,,743,743.224867724868,750,743,828,6.61069604471776,6.61099864728009,741.241976473392,0.333334830949055,6.62007320653036,6.61069604471776,6.71901315438526
20110,"20","110",San Antonio Sinicahua,"0001","1668","928","740","439",,,743.5,743.814685314685,753.5,743.5,788.5,6.61136876590021,6.61179192492969,741.741976473392,0.334742205348488,6.62472901806655,6.61136876590021,6.67013240640309
20560,"20","560",Villa Díaz Ordaz,"0001","6467","3503","2964","1736",,,744,744.415706051873,776.5,744,1321,6.61204103483309,6.61259962348678,742.241976473392,0.336149579747921,6.65479664258874,6.61204103483309,7.18614430452233
20556,"20","556",La Trinidad Vista Hermosa,"0001","306","155","151","91",,,744.5,744.971698113208,749.5,744.5,769.5,6.61271285212406,6.61334622854817,742.741976473392,0.337556954147354,6.61940631754265,6.61271285212406,6.64574095327893
20565,"20","565",Villa de Zaachila,"0001","46464","24301","22163","11810",,,748.5,764.574307304786,991,745,8516,6.61807120385968,6.63931921790514,746.741976473392,0.348815949342818,6.89871453432999,6.61338421837956,9.04970202601337
20002,"20","002",Acatlán de Pérez Figueroa,"0001","45167","23187","21980","13012",,130,745.5,746.759617971482,785,745.5,5427.5,6.61405513420479,6.61574333678761,743.741976473392,0.34037170294622,6.66568371778241,6.61405513420479,8.59923390175245
20008,"20","008",Asunción Tlacolulita,"0001","734","379","355","268",,,746,746.046336206897,753.5,746,789,6.61472560020376,6.61478771115271,744.241976473392,0.341779077345653,6.62472901806655,6.61472560020376,6.67076632084587
20210,"20","210",San Juan Ñumí,"0001","5773","3155","2618","1679",,,746.5,746.696911196911,755.5,746.5,950.5,6.61539561697924,6.61565936142792,744.741976473392,0.343186451745086,6.62737978171279,6.61539561697924,6.85698816192848
20211,"20","211",San Juan Ozolotepec,"0001","3411","1703","1708","763",,,747,747.019326065411,751,747,766.5,6.61606518513282,6.61609105637166,745.241976473392,0.344593826144519,6.62140565176413,6.61606518513282,6.64183469831187
20212,"20","212",San Juan Petlapa,"0001","3117","1633","1484","836",,,747.5,747.535752979415,751,747.5,780.5,6.61673430526484,6.61678213419382,745.741976473392,0.346001200543952,6.62140565176413,6.61673430526484,6.65993473995549
20213,"20","213",San Juan Quiahije,"0001","4203","2291","1912","890",,,748,748.107358870968,761,748,854.5,6.61740297797448,6.6175464955777,746.241976473392,0.347408574943385,6.63463335786169,6.61740297797448,6.75051650255565
20116,"20","116",San Bartolomé Ayautla,"0001","4131","2180","1951","1130",,,748.5,748.696808510638,759,748.5,804,6.61807120385968,6.61833410651971,746.741976473392,0.348815949342818,6.63200177739563,6.61807120385968,6.68959926917897
20066,"20","066",Santiago Niltepec,"0001","5342","2727","2615","1744",,,749,749.254132231405,799,749,1425.5,6.61873898351722,6.61907822133859,747.241976473392,0.350223323742251,6.68336094576627,6.61873898351722,7.26227790835273
20067,"20","067",Oaxaca de Juárez,"0001","270955","145103","125852","74590",,459,806,824.097254004577,1091.5,749.5,33348.5,6.69208374250663,6.71428854964945,804.241976473392,0.510664005277611,6.99530817599,6.61940631754265,10.414768072821
20068,"20","068",Ocotlán de Morelos,"0001","23751","12414","11337","6048",,,750,753.267581475129,822,750,2655,6.62007320653036,6.62442051856129,748.241976473392,0.353038072541117,6.71174039505618,6.62007320653036,7.88419993367604
20071,"20","071",Pluma Hidalgo,"0001","3255","1675","1580","861",,,750.5,750.869261477046,777.5,750.5,935.5,6.62073965107352,6.62123155069337,748.741976473392,0.35444544694055,6.65608364405339,6.62073965107352,6.84108114571414
20111,"20","111",San Antonio Tepetlapa,"0001","4873","2557","2316","1125",,,751,751.457100591716,766.5,751,905.5,6.62140565176413,6.62201412252265,749.241976473392,0.355852821339983,6.64183469831187,6.62140565176413,6.80848727732347
20118,"20","118",San Bartolomé Quialana,"0001","2389","1395","994","670",,,751.5,754.034188034188,787.5,751.5,1048,6.62207120919303,6.62543770920044,749.741976473392,0.357260195739416,6.66886337069979,6.62207120919303,6.95463886488099
20114,"20","114",San Baltazar Yatzachi el Bajo,"0001","674","349","325","243",,,752,752.841379310345,758.5,752,874,6.62273632394984,6.62385455396343,750.241976473392,0.358667570138849,6.63134279878859,6.62273632394984,6.77308037565554
20120,"20","120",San Bartolomé Zoogocho,"0001","449","207","242","117",,,752.5,754.369047619048,765,752.5,831,6.62340099662303,6.62588170134053,750.741976473392,0.360074944538282,6.63987583382654,6.62340099662303,6.72262979485545
20219,"20","219",San Juan Teitipac,"0001","2668","1392","1276","755",,,753,753.97263681592,770.5,753,948.5,6.62406522779989,6.62535607665437,751.241976473392,0.361482318937715,6.64703965476017,6.62406522779989,6.85488178937507
20119,"20","119",San Bartolomé Yucuañe,"0001","735","410","325","218",,,753.5,753.590476190476,761,753.5,791.5,6.62472901806655,6.6248490854308,751.741976473392,0.362889693337148,6.63463335786169,6.62472901806655,6.67392987932107
20122,"20","122",San Bartolo Yautepec,"0001","653","332","321","203",,,754,754.135483870968,770.5,754,817,6.62539236800796,6.62557203869773,752.241976473392,0.364297067736581,6.64703965476017,6.62539236800796,6.70563909486
20123,"20","123",San Bernardo Mixtepec,"0001","2829","1474","1355","759",,,754.5,754.744821092279,767,754.5,884.5,6.6260552782079,6.62637970681088,752.741976473392,0.365704442136014,6.64248680136726,6.6260552782079,6.78502251359984
20233,"20","233",San Lucas Quiaviní,"0001","1720","992","728","444",,,755,755.646245059289,779.5,755,918.5,6.62671774924902,6.62757333685046,753.241976473392,0.367111816535447,6.65865268849783,6.62671774924902,6.82274190465518
20126,"20","126",San Cristóbal Amatlán,"0001","5396","2818","2578","1382",,,755.5,755.699101796407,771,755.5,888.5,6.62737978171279,6.62764328345432,753.741976473392,0.36851919093488,6.64768837356333,6.62737978171279,6.78953464759471
20127,"20","127",San Cristóbal Amoltepec,"0001","1252","676","576","395",,,756,756.933544303797,765,756,903.5,6.62804137617953,6.62927546134579,754.241976473392,0.369926565334313,6.63987583382654,6.62804137617953,6.80627611003228
20238,"20","238",San Martín de los Cansecos,"0001","994","522","472","252",,,756.5,758.107142857143,768.5,756.5,824,6.62870253322841,6.63082472506924,754.741976473392,0.371333939733746,6.64444056297865,6.62870253322841,6.71417052990947
20128,"20","128",San Cristóbal Lachirioag,"0001","1342","706","636","485",,,757,757.914634146341,773,757,832,6.62936325343745,6.63057075944057,755.241976473392,0.372741314133179,6.65027904858742,6.62936325343745,6.72383244082121
20129,"20","129",San Cristóbal Suchixtlahuaca,"0001","356","181","175","113",,,757.5,758.032567049808,788.5,757.5,896.5,6.63002353738352,6.63072634916508,755.741976473392,0.374148688532612,6.67013240640309,6.63002353738352,6.79849829304519
20132,"20","132",San Dionisio Ocotlán,"0001","1380","714","666","373",,,760.75,762.6,786,758,988,6.63430478877708,6.63673364742346,758.991976473392,0.383296622128926,6.66695679242921,6.63068338564237,6.89568269774787
20086,"20","086",San Agustín Tlacotepec,"0001","1032","576","456","331",,,758.5,758.794466403162,774.5,758.5,833,6.63134279878859,6.63173094547122,756.741976473392,0.376963437331478,6.65221765985692,6.63134279878859,6.72503364216684
20135,"20","135",San Felipe Tejalápam,"0001","8231","4291","3940","2042",,,759,759.971252566735,773.5,759,1232,6.63200177739563,6.63328060699489,757.241976473392,0.378370811730911,6.65092567001312,6.63200177739563,7.11639414409346
20241,"20","241",San Martín Lachilá,"0001","1034","569","465","323",,,759.5,761.576923076923,775,759.5,867.5,6.63266032203583,6.63539118243631,757.741976473392,0.379778186130344,6.65286302935335,6.63266032203583,6.76561551182101
20136,"20","136",San Felipe Usila,"0001","12191","6343","5848","2919",,88,760,760.171981776765,781,760,1137.5,6.63331843328038,6.63354469949178,758.241976473392,0.381185560529777,6.66057514983969,6.63331843328038,7.03658815082511
20097,"20","097",San Andrés Solaga,"0001","1771","914","857","527",,,760.5,760.929460580913,774,760.5,864,6.63397611169935,6.63454066050486,758.741976473392,0.38259293492921,6.65157187358973,6.63397611169935,6.76157276880406
20098,"20","098",San Andrés Teotilálpam,"0001","4233","2239","1994","1121",,85,761,761.076815642458,769.5,761,816,6.63463335786169,6.634734293165,759.241976473392,0.384000309328643,6.64574095327893,6.63463335786169,6.70441435496411
20113,"20","113",San Baltazar Loxicha,"0001","3169","1644","1525","869",,,761.5,761.688566552901,772.5,761.5,872,6.63529017233522,6.63553776683271,759.741976473392,0.385407683728076,6.6496320087719,6.63529017233522,6.77078942390898
20232,"20","232",San Lucas Ojitlán,"0001","22185","11569","10616","5408",,,762,762.570080862534,786,762,2031,6.63594655568665,6.63669441358608,760.241976473392,0.386815058127508,6.66695679242921,6.63594655568665,7.61628356158038
20124,"20","124",San Blas Atempa,"0001","19696","9925","9771","5093",,92,765,765.905325443787,897.5,762.5,4215.5,6.63987583382654,6.64105856607559,763.241976473392,0.395259304524106,6.79961312036243,6.63660250848157,8.34652348736273
20125,"20","125",San Carlos Yautepec,"0001","11662","5796","5866","2950",,,763,763.030147844674,785,763,1101.5,6.63725803128446,6.63729754275115,761.241976473392,0.389629806926374,6.66568371778241,6.63725803128446,7.0044281662424
20133,"20","133",San Esteban Atatlahuca,"0001","3934","2056","1878","1203",,,763.5,763.71322160149,777.5,763.5,878,6.63791312465869,6.63819235430372,761.741976473392,0.391037181325807,6.65608364405339,6.63791312465869,6.77764659363512
20134,"20","134",San Felipe Jalapa de Díaz,"0001","28500","15095","13405","6921",,81,766.5,766.63984962406,809.5,764,2519.5,6.64183469831187,6.64201713388614,764.741976473392,0.399481427722405,6.69641677311769,6.63856778916652,7.83181574812065
20138,"20","138",San Francisco Cajonos,"0001","451","239","212","165",,,764.5,764.705607476635,769,764.5,808.5,6.63922202536912,6.63949093293376,762.741976473392,0.393851930124673,6.64509096950564,6.63922202536912,6.69518067901716
20141,"20","141",San Francisco del Mar,"0036","8710","4336","4374","2459",,62,765,6160.22665251668,33532.5,765,17794222.5,6.63987583382654,8.72586885009039,763.241976473392,0.395259304524106,10.4202703967762,6.63987583382654,16.6943843839236
20209,"20","209",San Juan Mixtepec,"0001","607","362","245","200",,,765.5,765.619891008174,778.5,765.5,809.5,6.64052921509774,6.64068582074191,763.741976473392,0.396666678923539,6.65736899127405,6.64052921509774,6.69641677311769
20144,"20","144",San Francisco Jaltepetongo,"0001","1075","561","514","352",,,766,766.213983050847,775,766,816.5,6.64118216974059,6.64146148197061,764.241976473392,0.398074053322972,6.65286302935335,6.64118216974059,6.70502691241052
